Ride,Date/Time,Wait Time
Alice in Wonderland,2022-02-04 09:05:23,20
Alice in Wonderland,2022-02-04 09:10:22,20
Alice in Wonderland,2022-02-04 09:15:23,20
Alice in Wonderland,2022-02-04 09:20:22,20
Alice in Wonderland,2022-02-04 09:25:23,20
Alice in Wonderland,2022-02-04 09:30:23,20
Alice in Wonderland,2022-02-04 09:35:23,20
Alice in Wonderland,2022-02-04 09:40:22,20
Alice in Wonderland,2022-02-04 09:45:22,20
Alice in Wonderland,2022-02-04 09:50:23,20
Alice in Wonderland,2022-02-04 09:55:23,20
Alice in Wonderland,2022-02-04 10:00:22,20
Alice in Wonderland,2022-02-04 10:05:22,20
Alice in Wonderland,2022-02-04 10:10:22,20
Alice in Wonderland,2022-02-04 10:15:22,30
Alice in Wonderland,2022-02-04 10:20:23,30
Alice in Wonderland,2022-02-04 10:25:23,30
Alice in Wonderland,2022-02-04 10:30:23,30
Alice in Wonderland,2022-02-04 10:35:23,30
Alice in Wonderland,2022-02-04 10:40:22,30
Alice in Wonderland,2022-02-04 10:45:23,30
Alice in Wonderland,2022-02-04 10:50:23,30
Alice in Wonderland,2022-02-04 10:55:22,30
Alice in Wonderland,2022-02-04 11:00:22,30
Alice in Wonderland,2022-02-04 11:05:22,30
Alice in Wonderland,2022-02-04 11:10:23,20
Alice in Wonderland,2022-02-04 11:15:22,20
Alice in Wonderland,2022-02-04 11:20:23,20
Alice in Wonderland,2022-02-04 11:25:23,20
Alice in Wonderland,2022-02-04 11:30:23,20
Alice in Wonderland,2022-02-04 11:35:23,20
Alice in Wonderland,2022-02-04 11:40:22,20
Alice in Wonderland,2022-02-04 11:45:22,20
Alice in Wonderland,2022-02-04 11:50:23,20
Alice in Wonderland,2022-02-04 11:55:23,20
Alice in Wonderland,2022-02-04 12:00:23,20
Alice in Wonderland,2022-02-04 12:05:22,20
Alice in Wonderland,2022-02-04 12:10:22,20
Alice in Wonderland,2022-02-04 12:15:23,20
Alice in Wonderland,2022-02-04 12:20:22,20
Alice in Wonderland,2022-02-04 12:25:22,20
Alice in Wonderland,2022-02-04 12:30:23,20
Alice in Wonderland,2022-02-04 12:35:23,20
Alice in Wonderland,2022-02-04 12:40:22,20
Alice in Wonderland,2022-02-04 12:45:23,20
Alice in Wonderland,2022-02-04 12:50:23,20
Alice in Wonderland,2022-02-04 12:55:22,45
Alice in Wonderland,2022-02-04 13:00:23,45
Alice in Wonderland,2022-02-04 13:05:22,45
Alice in Wonderland,2022-02-04 13:10:23,45
Alice in Wonderland,2022-02-04 13:15:22,45
Alice in Wonderland,2022-02-04 13:20:23,45
Alice in Wonderland,2022-02-04 13:25:22,45
Alice in Wonderland,2022-02-04 13:30:23,20
Alice in Wonderland,2022-02-04 13:35:22,20
Alice in Wonderland,2022-02-04 13:40:23,20
Alice in Wonderland,2022-02-04 13:45:22,20
Alice in Wonderland,2022-02-04 13:50:22,20
Alice in Wonderland,2022-02-04 13:55:23,30
Alice in Wonderland,2022-02-04 14:00:23,30
Alice in Wonderland,2022-02-04 14:05:22,30
Alice in Wonderland,2022-02-04 14:10:22,30
Alice in Wonderland,2022-02-04 14:15:22,30
Alice in Wonderland,2022-02-04 14:20:23,30
Alice in Wonderland,2022-02-04 14:25:22,30
Alice in Wonderland,2022-02-04 14:30:23,30
Alice in Wonderland,2022-02-04 14:35:23,30
Alice in Wonderland,2022-02-04 14:40:23,30
Alice in Wonderland,2022-02-04 14:45:22,30
Alice in Wonderland,2022-02-04 14:50:23,30
Alice in Wonderland,2022-02-04 14:55:23,30
Alice in Wonderland,2022-02-04 15:00:23,30
Alice in Wonderland,2022-02-04 15:05:23,30
Alice in Wonderland,2022-02-04 15:10:22,30
Alice in Wonderland,2022-02-04 15:15:22,30
Alice in Wonderland,2022-02-04 15:20:23,30
Alice in Wonderland,2022-02-04 15:25:22,30
Alice in Wonderland,2022-02-04 15:30:23,30
Alice in Wonderland,2022-02-04 15:35:23,30
Alice in Wonderland,2022-02-04 15:40:22,30
Alice in Wonderland,2022-02-04 15:45:22,30
Alice in Wonderland,2022-02-04 15:50:22,30
Alice in Wonderland,2022-02-04 15:55:23,30
Alice in Wonderland,2022-02-04 16:00:23,30
Alice in Wonderland,2022-02-04 16:05:22,30
Alice in Wonderland,2022-02-04 16:10:23,30
Alice in Wonderland,2022-02-04 16:15:23,30
Alice in Wonderland,2022-02-04 16:20:22,30
Alice in Wonderland,2022-02-04 16:25:22,30
Alice in Wonderland,2022-02-04 16:30:23,30
Alice in Wonderland,2022-02-04 16:35:22,30
Alice in Wonderland,2022-02-04 16:40:22,30
Alice in Wonderland,2022-02-04 16:45:23,30
Alice in Wonderland,2022-02-04 16:50:22,30
Alice in Wonderland,2022-02-04 16:55:23,30
Alice in Wonderland,2022-02-04 17:00:23,30
Alice in Wonderland,2022-02-04 17:05:22,30
Alice in Wonderland,2022-02-04 17:10:22,30
Alice in Wonderland,2022-02-04 17:15:23,35
Alice in Wonderland,2022-02-04 17:20:22,35
Alice in Wonderland,2022-02-04 17:25:22,35
Alice in Wonderland,2022-02-04 17:30:22,35
Alice in Wonderland,2022-02-04 17:35:23,35
Alice in Wonderland,2022-02-04 17:40:22,35
Alice in Wonderland,2022-02-04 17:45:22,35
Alice in Wonderland,2022-02-04 17:50:22,35
Alice in Wonderland,2022-02-04 17:55:22,35
Alice in Wonderland,2022-02-04 18:00:23,35
Alice in Wonderland,2022-02-04 18:05:23,35
Alice in Wonderland,2022-02-04 18:30:23,35
Alice in Wonderland,2022-02-04 18:35:23,35
Alice in Wonderland,2022-02-04 18:40:22,35
Alice in Wonderland,2022-02-04 18:45:23,35
Alice in Wonderland,2022-02-04 18:50:23,35
Alice in Wonderland,2022-02-04 18:55:22,35
Alice in Wonderland,2022-02-04 19:00:23,35
Alice in Wonderland,2022-02-04 19:05:22,35
Alice in Wonderland,2022-02-04 19:10:24,35
Alice in Wonderland,2022-02-04 19:15:23,35
Alice in Wonderland,2022-02-04 19:20:23,35
Alice in Wonderland,2022-02-04 19:25:23,35
Alice in Wonderland,2022-02-04 19:30:23,35
Alice in Wonderland,2022-02-04 19:35:22,35
Alice in Wonderland,2022-02-04 19:40:23,35
Alice in Wonderland,2022-02-04 19:45:23,35
Alice in Wonderland,2022-02-04 19:50:23,35
Alice in Wonderland,2022-02-04 19:55:23,35
Alice in Wonderland,2022-02-04 20:00:22,35
Alice in Wonderland,2022-02-04 20:05:23,35
Alice in Wonderland,2022-02-04 20:10:23,35
Alice in Wonderland,2022-02-04 20:15:23,35
Alice in Wonderland,2022-02-04 20:20:23,35
Alice in Wonderland,2022-02-04 20:25:22,35
Alice in Wonderland,2022-02-04 20:30:22,35
Alice in Wonderland,2022-02-04 20:35:22,35
Alice in Wonderland,2022-02-04 20:40:22,35
Alice in Wonderland,2022-02-04 20:45:23,35
Alice in Wonderland,2022-02-04 20:50:22,35
Alice in Wonderland,2022-02-04 20:55:22,35
Alice in Wonderland,2022-02-04 21:00:24,35
Alice in Wonderland,2022-02-04 21:05:23,35
Alice in Wonderland,2022-02-04 21:10:22,35
Alice in Wonderland,2022-02-04 21:15:23,35
Alice in Wonderland,2022-02-04 21:20:22,35
Alice in Wonderland,2022-02-04 21:25:23,35
Alice in Wonderland,2022-02-04 21:30:23,35
Alice in Wonderland,2022-02-04 21:35:22,35
Alice in Wonderland,2022-02-04 21:40:23,35
Alice in Wonderland,2022-02-04 21:45:23,35
Alice in Wonderland,2022-02-04 21:50:23,35
Alice in Wonderland,2022-02-04 21:55:23,35
Alice in Wonderland,2022-02-04 22:00:23,35
Alice in Wonderland,2022-02-04 22:05:22,35
Alice in Wonderland,2022-02-04 22:10:23,35
Alice in Wonderland,2022-02-04 22:15:23,35
Alice in Wonderland,2022-02-04 22:20:23,35
Alice in Wonderland,2022-02-04 22:25:22,35
Alice in Wonderland,2022-02-04 22:30:22,35
Alice in Wonderland,2022-02-04 22:35:22,35
Alice in Wonderland,2022-02-04 22:40:22,35
Alice in Wonderland,2022-02-04 22:45:22,35
Alice in Wonderland,2022-02-04 22:50:22,35
Alice in Wonderland,2022-02-04 22:55:22,35
Alice in Wonderland,2022-02-04 23:00:22,35
Alice in Wonderland,2022-02-05 08:05:23,5
Alice in Wonderland,2022-02-05 08:10:22,5
Alice in Wonderland,2022-02-05 08:15:23,5
Alice in Wonderland,2022-02-05 08:20:22,5
Alice in Wonderland,2022-02-05 08:25:22,5
Alice in Wonderland,2022-02-05 08:30:23,5
Alice in Wonderland,2022-02-05 08:35:23,5
Alice in Wonderland,2022-02-05 08:40:23,5
Alice in Wonderland,2022-02-05 08:45:22,10
Alice in Wonderland,2022-02-05 08:50:23,10
Alice in Wonderland,2022-02-05 08:55:23,10
Alice in Wonderland,2022-02-05 09:00:23,10
Alice in Wonderland,2022-02-05 09:05:22,10
Alice in Wonderland,2022-02-05 09:10:23,20
Alice in Wonderland,2022-02-05 09:15:23,20
Alice in Wonderland,2022-02-05 09:20:23,20
Alice in Wonderland,2022-02-05 09:25:23,20
Alice in Wonderland,2022-02-05 09:30:23,20
Alice in Wonderland,2022-02-05 09:35:22,20
Alice in Wonderland,2022-02-05 09:40:23,20
Alice in Wonderland,2022-02-05 09:45:22,20
Alice in Wonderland,2022-02-05 09:50:22,20
Alice in Wonderland,2022-02-05 09:55:23,20
Alice in Wonderland,2022-02-05 10:00:23,20
Alice in Wonderland,2022-02-05 10:05:23,20
Alice in Wonderland,2022-02-05 10:10:22,30
Alice in Wonderland,2022-02-05 10:15:22,30
Alice in Wonderland,2022-02-05 10:20:22,30
Alice in Wonderland,2022-02-05 10:25:22,30
Alice in Wonderland,2022-02-05 10:30:23,30
Alice in Wonderland,2022-02-05 10:35:23,30
Alice in Wonderland,2022-02-05 10:40:23,30
Alice in Wonderland,2022-02-05 10:45:22,30
Alice in Wonderland,2022-02-05 10:50:23,30
Alice in Wonderland,2022-02-05 10:55:22,30
Alice in Wonderland,2022-02-05 11:00:23,30
Alice in Wonderland,2022-02-05 11:05:22,30
Alice in Wonderland,2022-02-05 11:10:23,30
Alice in Wonderland,2022-02-05 11:15:24,30
Alice in Wonderland,2022-02-05 11:20:23,30
Alice in Wonderland,2022-02-05 11:25:23,30
Alice in Wonderland,2022-02-05 11:30:23,30
Alice in Wonderland,2022-02-05 11:35:22,30
Alice in Wonderland,2022-02-05 11:40:22,30
Alice in Wonderland,2022-02-05 11:45:23,30
Alice in Wonderland,2022-02-05 11:50:23,30
Alice in Wonderland,2022-02-05 11:55:23,30
Alice in Wonderland,2022-02-05 12:00:22,30
Alice in Wonderland,2022-02-05 12:05:23,30
Alice in Wonderland,2022-02-05 12:10:23,30
Alice in Wonderland,2022-02-05 12:15:23,30
Alice in Wonderland,2022-02-05 12:20:23,30
Alice in Wonderland,2022-02-05 12:25:22,30
Alice in Wonderland,2022-02-05 12:30:23,30
Alice in Wonderland,2022-02-05 12:35:22,30
Alice in Wonderland,2022-02-05 12:40:22,30
Alice in Wonderland,2022-02-05 12:45:22,30
Alice in Wonderland,2022-02-05 12:50:23,30
Alice in Wonderland,2022-02-05 12:55:23,30
Alice in Wonderland,2022-02-05 13:00:23,30
Alice in Wonderland,2022-02-05 13:05:22,30
Alice in Wonderland,2022-02-05 13:10:23,30
Alice in Wonderland,2022-02-05 13:15:23,30
Alice in Wonderland,2022-02-05 13:20:23,30
Alice in Wonderland,2022-02-05 13:25:23,30
Alice in Wonderland,2022-02-05 13:30:23,30
Alice in Wonderland,2022-02-05 13:35:22,30
Alice in Wonderland,2022-02-05 13:40:22,30
Alice in Wonderland,2022-02-05 13:45:22,30
Alice in Wonderland,2022-02-05 13:50:23,30
Alice in Wonderland,2022-02-05 13:55:22,30
Alice in Wonderland,2022-02-05 14:00:23,30
Alice in Wonderland,2022-02-05 14:05:23,30
Alice in Wonderland,2022-02-05 14:10:23,30
Alice in Wonderland,2022-02-05 14:15:23,30
Alice in Wonderland,2022-02-05 14:20:23,30
Alice in Wonderland,2022-02-05 14:25:22,30
Alice in Wonderland,2022-02-05 14:30:23,30
Alice in Wonderland,2022-02-05 14:35:23,30
Alice in Wonderland,2022-02-05 14:40:22,30
Alice in Wonderland,2022-02-05 14:45:23,30
Alice in Wonderland,2022-02-05 14:50:24,30
Alice in Wonderland,2022-02-05 14:55:23,30
Alice in Wonderland,2022-02-05 15:00:22,30
Alice in Wonderland,2022-02-05 15:05:23,30
Alice in Wonderland,2022-02-05 15:10:23,30
Alice in Wonderland,2022-02-05 15:15:22,35
Alice in Wonderland,2022-02-05 15:20:23,35
Alice in Wonderland,2022-02-05 15:25:23,35
Alice in Wonderland,2022-02-05 15:30:23,35
Alice in Wonderland,2022-02-05 15:35:22,35
Alice in Wonderland,2022-02-05 15:40:22,35
Alice in Wonderland,2022-02-05 15:45:23,35
Alice in Wonderland,2022-02-05 15:50:23,35
Alice in Wonderland,2022-02-05 15:55:23,35
Alice in Wonderland,2022-02-05 16:00:23,35
Alice in Wonderland,2022-02-05 16:05:22,35
Alice in Wonderland,2022-02-05 16:10:22,35
Alice in Wonderland,2022-02-05 16:15:22,35
Alice in Wonderland,2022-02-05 16:20:23,35
Alice in Wonderland,2022-02-05 16:25:23,35
Alice in Wonderland,2022-02-05 16:30:23,35
Alice in Wonderland,2022-02-05 16:35:22,35
Alice in Wonderland,2022-02-05 16:40:23,35
Alice in Wonderland,2022-02-05 16:45:23,35
Alice in Wonderland,2022-02-05 16:50:22,35
Alice in Wonderland,2022-02-05 16:55:23,35
Alice in Wonderland,2022-02-05 17:00:23,35
Alice in Wonderland,2022-02-05 17:05:22,35
Alice in Wonderland,2022-02-05 17:10:23,35
Alice in Wonderland,2022-02-05 17:15:22,35
Alice in Wonderland,2022-02-05 17:20:22,35
Alice in Wonderland,2022-02-05 17:25:23,35
Alice in Wonderland,2022-02-05 17:30:23,35
Alice in Wonderland,2022-02-05 17:35:23,35
Alice in Wonderland,2022-02-05 17:40:23,35
Alice in Wonderland,2022-02-05 17:45:23,35
Alice in Wonderland,2022-02-05 17:50:22,35
Alice in Wonderland,2022-02-05 17:55:22,35
Alice in Wonderland,2022-02-05 18:00:23,35
Alice in Wonderland,2022-02-05 18:05:22,35
Alice in Wonderland,2022-02-05 18:10:22,35
Alice in Wonderland,2022-02-05 18:15:22,35
Alice in Wonderland,2022-02-05 18:20:23,35
Alice in Wonderland,2022-02-05 18:25:23,35
Alice in Wonderland,2022-02-05 18:30:23,35
Alice in Wonderland,2022-02-05 18:35:23,35
Alice in Wonderland,2022-02-05 18:40:23,30
Alice in Wonderland,2022-02-05 18:45:23,30
Alice in Wonderland,2022-02-05 18:50:22,30
Alice in Wonderland,2022-02-05 18:55:23,30
Alice in Wonderland,2022-02-05 19:00:23,30
Alice in Wonderland,2022-02-05 19:05:23,30
Alice in Wonderland,2022-02-05 19:10:22,30
Alice in Wonderland,2022-02-05 19:15:23,30
Alice in Wonderland,2022-02-05 19:20:22,30
Alice in Wonderland,2022-02-05 19:25:22,25
Alice in Wonderland,2022-02-05 19:30:22,25
Alice in Wonderland,2022-02-05 19:35:23,25
Alice in Wonderland,2022-02-05 19:40:23,25
Alice in Wonderland,2022-02-05 19:45:23,25
Alice in Wonderland,2022-02-05 19:50:23,25
Alice in Wonderland,2022-02-05 19:55:23,25
Alice in Wonderland,2022-02-05 20:00:23,25
Alice in Wonderland,2022-02-05 20:05:22,25
Alice in Wonderland,2022-02-05 20:10:23,25
Alice in Wonderland,2022-02-05 20:15:23,25
Alice in Wonderland,2022-02-05 20:20:22,25
Alice in Wonderland,2022-02-05 20:25:22,25
Alice in Wonderland,2022-02-05 20:30:22,25
Alice in Wonderland,2022-02-05 20:35:23,25
Alice in Wonderland,2022-02-05 20:40:23,25
Alice in Wonderland,2022-02-05 20:45:23,25
Alice in Wonderland,2022-02-05 20:50:23,25
Alice in Wonderland,2022-02-05 20:55:23,25
Alice in Wonderland,2022-02-05 21:00:25,25
Alice in Wonderland,2022-02-05 21:05:22,20
Alice in Wonderland,2022-02-05 21:10:23,20
Alice in Wonderland,2022-02-05 21:15:23,20
Alice in Wonderland,2022-02-05 21:20:23,20
Alice in Wonderland,2022-02-05 21:25:23,20
Alice in Wonderland,2022-02-05 21:30:23,20
Alice in Wonderland,2022-02-05 21:35:23,20
Alice in Wonderland,2022-02-05 21:40:22,20
Alice in Wonderland,2022-02-05 21:45:22,20
Alice in Wonderland,2022-02-05 21:50:23,20
Alice in Wonderland,2022-02-05 21:55:23,20
Alice in Wonderland,2022-02-05 22:00:23,20
Alice in Wonderland,2022-02-05 22:05:23,20
Alice in Wonderland,2022-02-05 22:10:22,20
Alice in Wonderland,2022-02-05 22:15:22,15
Alice in Wonderland,2022-02-05 22:20:22,15
Alice in Wonderland,2022-02-05 22:25:22,15
Alice in Wonderland,2022-02-05 22:30:22,15
Alice in Wonderland,2022-02-05 22:35:23,15
Alice in Wonderland,2022-02-05 22:40:22,15
Alice in Wonderland,2022-02-05 22:45:23,15
Alice in Wonderland,2022-02-05 22:50:23,15
Alice in Wonderland,2022-02-05 22:55:23,15
Alice in Wonderland,2022-02-05 23:00:23,15
Alice in Wonderland,2022-02-06 08:10:23,5
Alice in Wonderland,2022-02-06 08:15:22,5
Alice in Wonderland,2022-02-06 08:20:23,5
Alice in Wonderland,2022-02-06 08:25:23,5
Alice in Wonderland,2022-02-06 08:30:22,5
Alice in Wonderland,2022-02-06 08:35:23,5
Alice in Wonderland,2022-02-06 08:40:23,5
Alice in Wonderland,2022-02-06 08:45:23,5
Alice in Wonderland,2022-02-06 08:50:22,5
Alice in Wonderland,2022-02-06 08:55:23,20
Alice in Wonderland,2022-02-06 09:00:22,20
Alice in Wonderland,2022-02-06 09:05:22,20
Alice in Wonderland,2022-02-06 09:10:23,20
Alice in Wonderland,2022-02-06 09:15:23,20
Alice in Wonderland,2022-02-06 09:20:22,20
Alice in Wonderland,2022-02-06 09:25:23,20
Alice in Wonderland,2022-02-06 09:30:23,20
Alice in Wonderland,2022-02-06 09:35:23,30
Alice in Wonderland,2022-02-06 09:40:22,30
Alice in Wonderland,2022-02-06 09:45:22,30
Alice in Wonderland,2022-02-06 09:50:22,20
Alice in Wonderland,2022-02-06 09:55:22,20
Alice in Wonderland,2022-02-06 10:00:23,20
Alice in Wonderland,2022-02-06 10:05:22,20
Alice in Wonderland,2022-02-06 10:10:23,20
Alice in Wonderland,2022-02-06 10:15:22,20
Alice in Wonderland,2022-02-06 10:20:23,20
Alice in Wonderland,2022-02-06 10:25:22,20
Alice in Wonderland,2022-02-06 10:30:22,20
Alice in Wonderland,2022-02-06 10:35:22,20
Alice in Wonderland,2022-02-06 10:40:23,20
Alice in Wonderland,2022-02-06 10:45:23,20
Alice in Wonderland,2022-02-06 10:50:23,20
Alice in Wonderland,2022-02-06 10:55:23,20
Alice in Wonderland,2022-02-06 11:00:23,20
Alice in Wonderland,2022-02-06 11:05:23,20
Alice in Wonderland,2022-02-06 11:10:23,20
Alice in Wonderland,2022-02-06 11:15:22,20
Alice in Wonderland,2022-02-06 11:20:22,20
Alice in Wonderland,2022-02-06 11:25:22,20
Alice in Wonderland,2022-02-06 11:30:22,20
Alice in Wonderland,2022-02-06 11:35:23,20
Alice in Wonderland,2022-02-06 11:40:23,20
Alice in Wonderland,2022-02-06 11:45:22,20
Alice in Wonderland,2022-02-06 11:50:23,20
Alice in Wonderland,2022-02-06 11:55:23,20
Alice in Wonderland,2022-02-06 12:00:22,35
Alice in Wonderland,2022-02-06 12:05:23,35
Alice in Wonderland,2022-02-06 12:10:22,35
Alice in Wonderland,2022-02-06 12:15:23,35
Alice in Wonderland,2022-02-06 12:20:22,35
Alice in Wonderland,2022-02-06 12:25:23,35
Alice in Wonderland,2022-02-06 12:30:23,35
Alice in Wonderland,2022-02-06 12:35:23,35
Alice in Wonderland,2022-02-06 12:40:22,35
Alice in Wonderland,2022-02-06 12:45:23,35
Alice in Wonderland,2022-02-06 12:50:22,35
Alice in Wonderland,2022-02-06 12:55:23,20
Alice in Wonderland,2022-02-06 13:00:23,20
Alice in Wonderland,2022-02-06 13:05:23,20
Alice in Wonderland,2022-02-06 13:10:22,20
Alice in Wonderland,2022-02-06 13:15:23,25
Alice in Wonderland,2022-02-06 13:20:22,25
Alice in Wonderland,2022-02-06 13:25:23,25
Alice in Wonderland,2022-02-06 13:30:23,25
Alice in Wonderland,2022-02-06 13:35:23,25
Alice in Wonderland,2022-02-06 13:40:22,25
Alice in Wonderland,2022-02-06 13:45:23,25
Alice in Wonderland,2022-02-06 13:50:22,25
Alice in Wonderland,2022-02-06 13:55:22,25
Alice in Wonderland,2022-02-06 14:00:23,25
Alice in Wonderland,2022-02-06 14:05:22,25
Alice in Wonderland,2022-02-06 14:10:22,25
Alice in Wonderland,2022-02-06 14:15:23,25
Alice in Wonderland,2022-02-06 14:20:23,25
Alice in Wonderland,2022-02-06 14:25:23,25
Alice in Wonderland,2022-02-06 14:30:22,25
Alice in Wonderland,2022-02-06 14:35:23,25
Alice in Wonderland,2022-02-06 14:40:22,25
Alice in Wonderland,2022-02-06 14:45:22,25
Alice in Wonderland,2022-02-06 14:50:22,25
Alice in Wonderland,2022-02-06 14:55:22,25
Alice in Wonderland,2022-02-06 15:00:22,25
Alice in Wonderland,2022-02-06 15:25:23,25
Alice in Wonderland,2022-02-06 15:30:23,25
Alice in Wonderland,2022-02-06 15:35:22,25
Alice in Wonderland,2022-02-06 15:40:23,25
Alice in Wonderland,2022-02-06 15:45:22,25
Alice in Wonderland,2022-02-06 15:50:23,25
Alice in Wonderland,2022-02-06 15:55:23,25
Alice in Wonderland,2022-02-06 16:00:23,25
Alice in Wonderland,2022-02-06 16:05:23,25
Alice in Wonderland,2022-02-06 16:10:22,25
Alice in Wonderland,2022-02-06 16:15:23,25
Alice in Wonderland,2022-02-06 16:20:24,25
Alice in Wonderland,2022-02-06 16:25:23,25
Alice in Wonderland,2022-02-06 16:30:23,25
Alice in Wonderland,2022-02-06 16:35:22,25
Alice in Wonderland,2022-02-06 16:40:22,25
Alice in Wonderland,2022-02-06 16:45:23,25
Alice in Wonderland,2022-02-06 16:50:22,25
Alice in Wonderland,2022-02-06 16:55:22,25
Alice in Wonderland,2022-02-06 17:00:23,25
Alice in Wonderland,2022-02-06 17:05:23,25
Alice in Wonderland,2022-02-06 17:10:23,25
Alice in Wonderland,2022-02-06 17:15:23,25
Alice in Wonderland,2022-02-06 17:20:23,25
Alice in Wonderland,2022-02-06 17:25:23,25
Alice in Wonderland,2022-02-06 17:30:23,25
Alice in Wonderland,2022-02-06 17:35:22,25
Alice in Wonderland,2022-02-06 17:40:23,25
Alice in Wonderland,2022-02-06 17:45:22,25
Alice in Wonderland,2022-02-06 17:50:22,25
Alice in Wonderland,2022-02-06 17:55:22,25
Alice in Wonderland,2022-02-06 18:00:23,25
Alice in Wonderland,2022-02-06 18:05:23,25
Alice in Wonderland,2022-02-06 18:10:22,25
Alice in Wonderland,2022-02-06 18:15:22,25
Alice in Wonderland,2022-02-06 18:20:23,25
Alice in Wonderland,2022-02-06 18:25:23,25
Alice in Wonderland,2022-02-06 18:30:22,25
Alice in Wonderland,2022-02-06 18:35:23,25
Alice in Wonderland,2022-02-06 18:40:23,25
Alice in Wonderland,2022-02-06 18:45:22,20
Alice in Wonderland,2022-02-06 18:50:22,20
Alice in Wonderland,2022-02-06 18:55:23,20
Alice in Wonderland,2022-02-06 19:00:22,20
Alice in Wonderland,2022-02-06 19:05:23,20
Alice in Wonderland,2022-02-06 19:10:23,20
Alice in Wonderland,2022-02-06 19:15:23,20
Alice in Wonderland,2022-02-06 19:20:23,20
Alice in Wonderland,2022-02-06 19:25:22,20
Alice in Wonderland,2022-02-06 19:30:23,20
Alice in Wonderland,2022-02-06 19:35:23,20
Alice in Wonderland,2022-02-06 19:40:22,20
Alice in Wonderland,2022-02-06 19:45:23,20
Alice in Wonderland,2022-02-06 19:50:23,20
Alice in Wonderland,2022-02-06 19:55:23,20
Alice in Wonderland,2022-02-06 20:00:23,20
Alice in Wonderland,2022-02-06 20:05:23,20
Alice in Wonderland,2022-02-06 20:10:22,20
Alice in Wonderland,2022-02-06 20:15:23,20
Alice in Wonderland,2022-02-06 20:20:23,20
Alice in Wonderland,2022-02-06 20:25:23,20
Alice in Wonderland,2022-02-06 20:30:23,20
Alice in Wonderland,2022-02-06 20:35:22,20
Alice in Wonderland,2022-02-06 20:40:22,20
Alice in Wonderland,2022-02-06 20:45:23,20
Alice in Wonderland,2022-02-06 20:50:23,20
Alice in Wonderland,2022-02-06 20:55:22,20
Alice in Wonderland,2022-02-06 21:00:24,20
Alice in Wonderland,2022-02-06 21:05:22,20
Alice in Wonderland,2022-02-06 21:10:22,20
Alice in Wonderland,2022-02-06 21:15:23,20
Alice in Wonderland,2022-02-06 21:20:23,20
Alice in Wonderland,2022-02-06 21:25:22,20
Alice in Wonderland,2022-02-06 21:30:23,20
Alice in Wonderland,2022-02-06 21:35:22,20
Alice in Wonderland,2022-02-06 21:40:22,20
Alice in Wonderland,2022-02-06 21:45:23,20
Alice in Wonderland,2022-02-06 21:50:23,20
Alice in Wonderland,2022-02-06 21:55:23,20
Alice in Wonderland,2022-02-06 22:00:22,20
Alice in Wonderland,2022-02-06 22:05:22,20
Alice in Wonderland,2022-02-06 22:10:23,20
Alice in Wonderland,2022-02-06 22:15:22,20
Alice in Wonderland,2022-02-06 22:20:22,20
Alice in Wonderland,2022-02-06 22:25:23,20
Alice in Wonderland,2022-02-06 22:30:22,20
Alice in Wonderland,2022-02-06 22:35:22,20
Alice in Wonderland,2022-02-06 22:40:23,20
Alice in Wonderland,2022-02-06 22:45:23,20
Alice in Wonderland,2022-02-06 22:50:22,20
Alice in Wonderland,2022-02-06 22:55:23,20
Alice in Wonderland,2022-02-06 23:00:22,20
Alice in Wonderland,2022-02-07 08:10:23,5
Alice in Wonderland,2022-02-07 08:15:23,5
Alice in Wonderland,2022-02-07 08:20:23,5
Alice in Wonderland,2022-02-07 08:25:22,5
Alice in Wonderland,2022-02-07 08:30:23,5
Alice in Wonderland,2022-02-07 08:35:23,5
Alice in Wonderland,2022-02-07 08:40:22,5
Alice in Wonderland,2022-02-07 08:45:23,5
Alice in Wonderland,2022-02-07 08:50:22,5
Alice in Wonderland,2022-02-07 08:55:22,5
Alice in Wonderland,2022-02-07 09:00:23,5
Alice in Wonderland,2022-02-07 09:05:22,15
Alice in Wonderland,2022-02-07 09:10:23,15
Alice in Wonderland,2022-02-07 09:15:22,15
Alice in Wonderland,2022-02-07 09:20:23,15
Alice in Wonderland,2022-02-07 09:25:22,15
Alice in Wonderland,2022-02-07 09:30:23,15
Alice in Wonderland,2022-02-07 09:35:23,15
Alice in Wonderland,2022-02-07 09:40:23,15
Alice in Wonderland,2022-02-07 09:45:23,15
Alice in Wonderland,2022-02-07 09:50:23,15
Alice in Wonderland,2022-02-07 09:55:22,15
Alice in Wonderland,2022-02-07 10:00:22,15
Alice in Wonderland,2022-02-07 10:05:22,30
Alice in Wonderland,2022-02-07 10:10:22,30
Alice in Wonderland,2022-02-07 10:15:22,30
Alice in Wonderland,2022-02-07 10:20:23,30
Alice in Wonderland,2022-02-07 10:25:23,30
Alice in Wonderland,2022-02-07 10:30:22,30
Alice in Wonderland,2022-02-07 10:35:22,30
Alice in Wonderland,2022-02-07 10:40:22,30
Alice in Wonderland,2022-02-07 10:45:23,30
Alice in Wonderland,2022-02-07 10:50:22,30
Alice in Wonderland,2022-02-07 10:55:22,30
Alice in Wonderland,2022-02-07 11:00:23,30
Alice in Wonderland,2022-02-07 11:05:23,30
Alice in Wonderland,2022-02-07 11:10:22,30
Alice in Wonderland,2022-02-07 11:15:22,30
Alice in Wonderland,2022-02-07 11:20:23,30
Alice in Wonderland,2022-02-07 11:25:22,30
