,Date,Time,Waiting Time
380,10/27/2016,2016-10-27 20:49:14,5.0
381,10/27/2016,2016-10-27 21:07:09,5.0
382,10/27/2016,2016-10-27 21:21:09,5.0
383,10/27/2016,2016-10-27 21:27:22,5.0
384,10/27/2016,2016-10-27 21:35:29,5.0
385,10/27/2016,2016-10-27 21:42:10,5.0
386,10/27/2016,2016-10-27 21:49:04,5.0
387,10/27/2016,2016-10-27 21:56:10,5.0
388,10/27/2016,2016-10-27 22:07:17,5.0
389,10/27/2016,2016-10-27 22:14:07,5.0
390,10/27/2016,2016-10-27 22:21:14,5.0
391,10/27/2016,2016-10-27 22:27:06,5.0
392,10/27/2016,2016-10-27 22:42:21,5.0
393,10/27/2016,2016-10-27 22:49:15,5.0
394,10/27/2016,2016-10-27 22:56:11,5.0
395,10/28/2016,2016-10-28 18:21:40,5.0
396,10/28/2016,2016-10-28 18:27:09,5.0
397,10/28/2016,2016-10-28 18:35:13,5.0
398,10/28/2016,2016-10-28 18:42:09,5.0
399,10/28/2016,2016-10-28 18:49:11,5.0
400,10/28/2016,2016-10-28 18:56:06,5.0
401,10/28/2016,2016-10-28 19:07:15,5.0
402,10/28/2016,2016-10-28 19:14:05,5.0
403,10/28/2016,2016-10-28 19:27:36,5.0
404,10/28/2016,2016-10-28 19:35:11,5.0
405,10/28/2016,2016-10-28 19:42:13,5.0
406,10/28/2016,2016-10-28 19:49:05,5.0
407,10/28/2016,2016-10-28 19:56:04,5.0
408,10/28/2016,2016-10-28 20:07:41,5.0
409,10/28/2016,2016-10-28 20:14:21,5.0
410,10/28/2016,2016-10-28 20:21:11,5.0
411,10/28/2016,2016-10-28 20:27:18,5.0
412,10/28/2016,2016-10-28 20:35:39,5.0
413,10/28/2016,2016-10-28 20:42:06,5.0
414,10/28/2016,2016-10-28 20:56:11,5.0
415,10/28/2016,2016-10-28 21:07:17,5.0
416,10/28/2016,2016-10-28 21:14:41,5.0
417,10/28/2016,2016-10-28 21:21:11,5.0
418,10/28/2016,2016-10-28 21:35:14,5.0
419,10/28/2016,2016-10-28 21:42:13,5.0
420,10/28/2016,2016-10-28 21:49:14,5.0
421,10/28/2016,2016-10-28 22:07:20,5.0
422,10/28/2016,2016-10-28 22:14:48,5.0
423,10/28/2016,2016-10-28 22:21:17,5.0
424,10/28/2016,2016-10-28 22:27:13,5.0
425,10/28/2016,2016-10-28 22:35:13,5.0
426,10/28/2016,2016-10-28 22:42:09,5.0
427,10/28/2016,2016-10-28 22:49:26,5.0
428,10/28/2016,2016-10-28 22:56:09,5.0
429,10/29/2016,2016-10-29 15:21:19,5.0
430,10/29/2016,2016-10-29 15:27:15,5.0
431,10/29/2016,2016-10-29 15:35:12,5.0
432,10/29/2016,2016-10-29 15:42:14,5.0
433,10/29/2016,2016-10-29 15:49:11,5.0
434,10/29/2016,2016-10-29 15:56:08,5.0
435,10/29/2016,2016-10-29 16:07:12,5.0
436,10/29/2016,2016-10-29 16:14:20,5.0
437,10/29/2016,2016-10-29 16:21:11,5.0
438,10/29/2016,2016-10-29 16:27:10,5.0
439,10/29/2016,2016-10-29 16:35:24,5.0
440,10/29/2016,2016-10-29 16:42:35,5.0
